@ATTRIBUTE "X" { 1,2,3,4,5,6,7,8,9 }
@ATTRIBUTE "Y" { 2,3,4,5,6,8,9 }
@ATTRIBUTE "month" { apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep }
@ATTRIBUTE "day" { fri,mon,sat,sun,thu,tue,wed }
@ATTRIBUTE "FFMC" { 18.7_90.2,90.3_91.6,91.7_92.9,93.0_96.2 }
@ATTRIBUTE "DMC" { 1.1_62.3,108.4_142.4,145.4_291.3,68.6_108.3 }
@ATTRIBUTE "DC" { 437.7_661.8,664.2_713.9,7.9_433.3,714.3_860.6 }
@ATTRIBUTE "ISI" { 0.0_6.4,11.4_56.1,6.5_8.4,8.5_11.3 }
@ATTRIBUTE "temp" { 15.6_19.3,19.4_22.9,2.2_15.5,23.0_33.3 }
@ATTRIBUTE "RH" { 15.0_32.0,33.0_41.0,42.0_53.0,54.0_100.0 }
@ATTRIBUTE "wind" { 0.4_2.7,3.1_4.0,4.5_5.4,5.8_9.4 }
@ATTRIBUTE "rain" { 0,0.2,0.4,0.8,1,1.4,6.4 }
@ATTRIBUTE "area" { 0.09_5.83,0.0_0.0,5.86_88.49,95.18_1090.84 }
@DATA
6,5,mar,fri,90.3_91.6,1.1_62.3,7.9_433.3,11.4_56.1,2.2_15.5,15.0_32.0,5.8_9.4,0,0.09_5.83
8,6,aug,thu,93.0_96.2,108.4_142.4,437.7_661.8,8.5_11.3,19.4_22.9,42.0_53.0,0.4_2.7,0,0.09_5.83
5,4,sep,wed,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
8,6,aug,wed,18.7_90.2,68.6_108.3,437.7_661.8,6.5_8.4,15.6_19.3,42.0_53.0,3.1_4.0,0,0.09_5.83
7,4,aug,sun,90.3_91.6,108.4_142.4,437.7_661.8,8.5_11.3,19.4_22.9,33.0_41.0,4.5_5.4,0,0.09_5.83
4,4,sep,mon,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,15.6_19.3,33.0_41.0,0.4_2.7,0,0.09_5.83
1,4,aug,sat,18.7_90.2,68.6_108.3,437.7_661.8,8.5_11.3,2.2_15.5,42.0_53.0,0.4_2.7,0,0.09_5.83
1,4,aug,sat,18.7_90.2,68.6_108.3,437.7_661.8,8.5_11.3,19.4_22.9,33.0_41.0,4.5_5.4,0,0.09_5.83
6,5,apr,thu,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,5.8_9.4,0,0.09_5.83
2,5,aug,sun,18.7_90.2,68.6_108.3,437.7_661.8,0.0_6.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.09_5.83
2,5,sep,wed,18.7_90.2,68.6_108.3,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.09_5.83
8,6,aug,tue,18.7_90.2,145.4_291.3,437.7_661.8,8.5_11.3,2.2_15.5,54.0_100.0,4.5_5.4,0,0.09_5.83
1,3,sep,sun,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,23.0_33.3,15.0_32.0,5.8_9.4,0,0.09_5.83
8,6,oct,mon,18.7_90.2,1.1_62.3,664.2_713.9,0.0_6.4,15.6_19.3,15.0_32.0,3.1_4.0,0,0.09_5.83
5,4,feb,sun,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,0.4_2.7,0,5.86_88.49
7,4,oct,mon,91.7_92.9,1.1_62.3,664.2_713.9,8.5_11.3,15.6_19.3,42.0_53.0,4.5_5.4,0,5.86_88.49
8,6,aug,fri,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,19.4_22.9,33.0_41.0,4.5_5.4,0,5.86_88.49
2,5,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,15.6_19.3,42.0_53.0,3.1_4.0,0,5.86_88.49
8,6,mar,sun,18.7_90.2,1.1_62.3,7.9_433.3,8.5_11.3,2.2_15.5,33.0_41.0,5.8_9.4,0,5.86_88.49
1,5,sep,mon,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,19.4_22.9,42.0_53.0,0.4_2.7,0,5.86_88.49
6,4,mar,sat,90.3_91.6,1.1_62.3,7.9_433.3,6.5_8.4,2.2_15.5,42.0_53.0,0.4_2.7,0,5.86_88.49
7,4,mar,sun,90.3_91.6,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,3.1_4.0,0,5.86_88.49
6,5,mar,fri,90.3_91.6,1.1_62.3,7.9_433.3,11.4_56.1,2.2_15.5,33.0_41.0,3.1_4.0,0,5.86_88.49
2,5,aug,thu,93.0_96.2,108.4_142.4,437.7_661.8,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,5.86_88.49
2,2,aug,tue,93.0_96.2,68.6_108.3,437.7_661.8,11.4_56.1,23.0_33.3,15.0_32.0,4.5_5.4,0,5.86_88.49
4,5,sep,wed,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,23.0_33.3,15.0_32.0,3.1_4.0,0,5.86_88.49
2,2,aug,tue,93.0_96.2,68.6_108.3,437.7_661.8,11.4_56.1,23.0_33.3,15.0_32.0,4.5_5.4,0,5.86_88.49
2,5,aug,fri,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,23.0_33.3,33.0_41.0,4.5_5.4,0,5.86_88.49
6,5,apr,thu,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
4,5,sep,thu,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,19.4_22.9,15.0_32.0,0.4_2.7,0,5.86_88.49
3,4,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
2,4,sep,mon,18.7_90.2,68.6_108.3,664.2_713.9,0.0_6.4,19.4_22.9,33.0_41.0,3.1_4.0,0,5.86_88.49
1,5,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,19.4_22.9,33.0_41.0,0.4_2.7,0,5.86_88.49
6,5,mar,sun,18.7_90.2,1.1_62.3,7.9_433.3,6.5_8.4,2.2_15.5,54.0_100.0,3.1_4.0,0,5.86_88.49
7,4,feb,sun,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,0.4_2.7,0,5.86_88.49
8,6,oct,wed,90.3_91.6,1.1_62.3,664.2_713.9,0.0_6.4,19.4_22.9,33.0_41.0,0.4_2.7,0,5.86_88.49
5,6,mar,sat,90.3_91.6,1.1_62.3,7.9_433.3,6.5_8.4,2.2_15.5,54.0_100.0,3.1_4.0,0,5.86_88.49
4,5,sep,thu,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,19.4_22.9,33.0_41.0,0.4_2.7,0,5.86_88.49
2,2,aug,sat,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,19.4_22.9,15.0_32.0,5.8_9.4,0,5.86_88.49
7,5,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,19.4_22.9,33.0_41.0,0.4_2.7,0,5.86_88.49
6,5,sep,fri,91.7_92.9,108.4_142.4,664.2_713.9,11.4_56.1,19.4_22.9,33.0_41.0,5.8_9.4,0,5.86_88.49
8,3,sep,thu,93.0_96.2,68.6_108.3,664.2_713.9,11.4_56.1,23.0_33.3,15.0_32.0,4.5_5.4,0,5.86_88.49
4,4,oct,sat,90.3_91.6,1.1_62.3,664.2_713.9,6.5_8.4,15.6_19.3,15.0_32.0,3.1_4.0,0,5.86_88.49
7,4,aug,sat,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
7,4,sep,fri,93.0_96.2,68.6_108.3,664.2_713.9,11.4_56.1,19.4_22.9,42.0_53.0,4.5_5.4,0,5.86_88.49
7,3,mar,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,5.8_9.4,0,5.86_88.49
4,4,mar,sat,91.7_92.9,1.1_62.3,7.9_433.3,6.5_8.4,15.6_19.3,15.0_32.0,4.5_5.4,0,5.86_88.49
4,4,mar,sat,91.7_92.9,1.1_62.3,7.9_433.3,6.5_8.4,15.6_19.3,15.0_32.0,4.5_5.4,0,5.86_88.49
4,4,sep,sun,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,15.6_19.3,54.0_100.0,0.4_2.7,0,5.86_88.49
1,3,sep,mon,18.7_90.2,68.6_108.3,664.2_713.9,6.5_8.4,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
4,5,sep,wed,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,19.4_22.9,15.0_32.0,0.4_2.7,0,5.86_88.49
6,5,mar,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,3.1_4.0,0,5.86_88.49
8,6,aug,sun,18.7_90.2,68.6_108.3,437.7_661.8,0.0_6.4,15.6_19.3,54.0_100.0,3.1_4.0,0,5.86_88.49
3,4,sep,fri,93.0_96.2,108.4_142.4,664.2_713.9,11.4_56.1,15.6_19.3,42.0_53.0,3.1_4.0,0,5.86_88.49
4,3,mar,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,5.8_9.4,0,5.86_88.49
2,2,jul,fri,18.7_90.2,145.4_291.3,7.9_433.3,6.5_8.4,2.2_15.5,54.0_100.0,3.1_4.0,0,5.86_88.49
7,4,sep,wed,18.7_90.2,68.6_108.3,714.3_860.6,0.0_6.4,2.2_15.5,54.0_100.0,4.5_5.4,0,5.86_88.49
4,4,sep,sun,93.0_96.2,145.4_291.3,714.3_860.6,6.5_8.4,19.4_22.9,33.0_41.0,4.5_5.4,0,5.86_88.49
7,5,oct,mon,91.7_92.9,1.1_62.3,664.2_713.9,8.5_11.3,15.6_19.3,42.0_53.0,3.1_4.0,0,5.86_88.49
8,6,aug,sat,91.7_92.9,68.6_108.3,437.7_661.8,11.4_56.1,19.4_22.9,33.0_41.0,4.5_5.4,0,5.86_88.49
4,6,sep,sun,93.0_96.2,145.4_291.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,5.86_88.49
8,6,aug,sat,91.7_92.9,68.6_108.3,437.7_661.8,11.4_56.1,15.6_19.3,42.0_53.0,3.1_4.0,0,5.86_88.49
4,4,sep,wed,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,23.0_33.3,15.0_32.0,4.5_5.4,0,5.86_88.49
1,5,sep,sun,93.0_96.2,145.4_291.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,95.18_1090.84
6,4,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,15.6_19.3,42.0_53.0,0.4_2.7,0,95.18_1090.84
9,4,sep,tue,18.7_90.2,68.6_108.3,664.2_713.9,0.0_6.4,23.0_33.3,33.0_41.0,3.1_4.0,0,95.18_1090.84
4,5,sep,sat,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,15.6_19.3,15.0_32.0,3.1_4.0,0,95.18_1090.84
8,6,aug,sun,90.3_91.6,108.4_142.4,437.7_661.8,8.5_11.3,19.4_22.9,33.0_41.0,5.8_9.4,0,95.18_1090.84
2,2,sep,sat,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,15.6_19.3,42.0_53.0,0.4_2.7,0,95.18_1090.84
1,2,sep,tue,90.3_91.6,108.4_142.4,664.2_713.9,6.5_8.4,15.6_19.3,33.0_41.0,0.4_2.7,0,95.18_1090.84
6,5,sep,sat,91.7_92.9,108.4_142.4,664.2_713.9,8.5_11.3,23.0_33.3,15.0_32.0,3.1_4.0,0,95.18_1090.84
7,5,apr,sun,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,0.4_2.7,0,0.0_0.0
6,3,apr,wed,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,0.4_2.7,0,0.0_0.0
4,4,apr,fri,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,15.6_19.3,15.0_32.0,3.1_4.0,0,0.0_0.0
2,4,aug,sun,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,2.2_15.5,54.0_100.0,3.1_4.0,0,5.86_88.49
7,4,aug,sun,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,54.0_100.0,5.8_9.4,1,0.0_0.0
2,4,aug,sun,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,54.0_100.0,5.8_9.4,0,0.09_5.83
3,4,aug,sun,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,33.0_41.0,5.8_9.4,0,0.09_5.83
5,4,aug,sun,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,33.0_41.0,4.5_5.4,0,0.09_5.83
2,4,aug,wed,91.7_92.9,68.6_108.3,437.7_661.8,8.5_11.3,19.4_22.9,54.0_100.0,0.4_2.7,0,0.09_5.83
8,6,aug,wed,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,15.0_32.0,0.4_2.7,0,0.0_0.0
3,4,aug,wed,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
8,5,aug,wed,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,15.0_32.0,3.1_4.0,0,0.09_5.83
8,5,aug,wed,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,33.0_41.0,3.1_4.0,0,0.09_5.83
6,5,aug,wed,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,33.0_41.0,3.1_4.0,0,0.09_5.83
7,4,aug,thu,91.7_92.9,108.4_142.4,437.7_661.8,6.5_8.4,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
6,3,aug,thu,90.3_91.6,108.4_142.4,437.7_661.8,0.0_6.4,15.6_19.3,33.0_41.0,3.1_4.0,0,5.86_88.49
2,5,aug,thu,18.7_90.2,68.6_108.3,664.2_713.9,0.0_6.4,19.4_22.9,42.0_53.0,3.1_4.0,0,0.0_0.0
8,6,aug,sat,93.0_96.2,108.4_142.4,437.7_661.8,8.5_11.3,23.0_33.3,33.0_41.0,0.4_2.7,0,5.86_88.49
4,3,aug,sat,93.0_96.2,108.4_142.4,437.7_661.8,8.5_11.3,19.4_22.9,42.0_53.0,0.4_2.7,0,0.09_5.83
3,4,aug,sat,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,54.0_100.0,0.4_2.7,0,0.0_0.0
7,4,aug,sat,91.7_92.9,145.4_291.3,664.2_713.9,11.4_56.1,23.0_33.3,33.0_41.0,0.4_2.7,0,0.09_5.83
2,4,aug,mon,93.0_96.2,68.6_108.3,437.7_661.8,11.4_56.1,23.0_33.3,15.0_32.0,3.1_4.0,0,5.86_88.49
3,4,aug,fri,90.3_91.6,108.4_142.4,437.7_661.8,8.5_11.3,2.2_15.5,54.0_100.0,5.8_9.4,0,0.09_5.83
2,4,aug,fri,90.3_91.6,108.4_142.4,437.7_661.8,8.5_11.3,19.4_22.9,42.0_53.0,3.1_4.0,0,0.09_5.83
6,3,aug,fri,90.3_91.6,108.4_142.4,437.7_661.8,6.5_8.4,15.6_19.3,33.0_41.0,3.1_4.0,0,0.09_5.83
4,4,aug,fri,93.0_96.2,145.4_291.3,664.2_713.9,11.4_56.1,19.4_22.9,42.0_53.0,3.1_4.0,0,5.86_88.49
4,4,aug,tue,93.0_96.2,68.6_108.3,437.7_661.8,11.4_56.1,19.4_22.9,54.0_100.0,5.8_9.4,0,0.09_5.83
6,5,aug,tue,93.0_96.2,108.4_142.4,437.7_661.8,11.4_56.1,19.4_22.9,54.0_100.0,3.1_4.0,0,0.09_5.83
2,2,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,23.0_33.3,15.0_32.0,3.1_4.0,0,0.0_0.0
3,4,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,19.4_22.9,15.0_32.0,3.1_4.0,0,0.0_0.0
4,4,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,15.6_19.3,42.0_53.0,0.4_2.7,0,0.09_5.83
2,2,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,19.4_22.9,54.0_100.0,3.1_4.0,0,0.09_5.83
8,6,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,19.4_22.9,54.0_100.0,4.5_5.4,0,5.86_88.49
2,5,aug,tue,91.7_92.9,145.4_291.3,437.7_661.8,11.4_56.1,19.4_22.9,42.0_53.0,3.1_4.0,0,0.09_5.83
4,6,dec,sun,18.7_90.2,1.1_62.3,7.9_433.3,6.5_8.4,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
8,6,dec,wed,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,5.8_9.4,0,5.86_88.49
4,6,dec,thu,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,4.5_5.4,0,0.09_5.83
4,4,dec,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,5.8_9.4,0,5.86_88.49
3,4,dec,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,5.8_9.4,0,5.86_88.49
4,4,dec,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,5.8_9.4,0,5.86_88.49
4,4,dec,mon,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,5.8_9.4,0,5.86_88.49
4,6,dec,fri,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,4.5_5.4,0,5.86_88.49
6,5,dec,tue,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,15.0_32.0,5.8_9.4,0,5.86_88.49
6,3,feb,sun,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,3.1_4.0,0,0.0_0.0
3,4,feb,wed,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,33.0_41.0,3.1_4.0,0,0.09_5.83
5,4,feb,fri,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,5.8_9.4,0,5.86_88.49
2,5,jul,sun,93.0_96.2,145.4_291.3,7.9_433.3,11.4_56.1,23.0_33.3,33.0_41.0,5.8_9.4,0,0.0_0.0
7,6,jul,wed,90.3_91.6,145.4_291.3,437.7_661.8,11.4_56.1,2.2_15.5,54.0_100.0,5.8_9.4,0.2,0.0_0.0
7,4,jul,sat,90.3_91.6,68.6_108.3,437.7_661.8,8.5_11.3,19.4_22.9,42.0_53.0,0.4_2.7,0,0.0_0.0
7,4,jul,sat,90.3_91.6,68.6_108.3,437.7_661.8,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,0.0_0.0
7,4,jul,sat,90.3_91.6,68.6_108.3,437.7_661.8,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,0.0_0.0
2,5,jul,sat,90.3_91.6,68.6_108.3,437.7_661.8,8.5_11.3,15.6_19.3,42.0_53.0,0.4_2.7,0,0.0_0.0
9,4,jul,sat,90.3_91.6,68.6_108.3,437.7_661.8,8.5_11.3,23.0_33.3,33.0_41.0,0.4_2.7,0,5.86_88.49
4,5,jul,fri,90.3_91.6,68.6_108.3,437.7_661.8,0.0_6.4,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
7,6,jul,tue,93.0_96.2,145.4_291.3,7.9_433.3,8.5_11.3,23.0_33.3,15.0_32.0,4.5_5.4,0,5.86_88.49
8,6,jul,tue,91.7_92.9,68.6_108.3,437.7_661.8,8.5_11.3,15.6_19.3,54.0_100.0,3.1_4.0,0,5.86_88.49
7,5,jun,sun,93.0_96.2,145.4_291.3,7.9_433.3,8.5_11.3,19.4_22.9,42.0_53.0,0.4_2.7,0,0.0_0.0
6,4,jun,sun,90.3_91.6,68.6_108.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,0.4_2.7,0,0.09_5.83
8,6,jun,sun,90.3_91.6,68.6_108.3,7.9_433.3,0.0_6.4,2.2_15.5,42.0_53.0,0.4_2.7,0,0.0_0.0
8,6,jun,wed,90.3_91.6,145.4_291.3,7.9_433.3,11.4_56.1,19.4_22.9,42.0_53.0,4.5_5.4,0,0.0_0.0
6,5,jun,sat,18.7_90.2,68.6_108.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,0.4_2.7,0,0.0_0.0
6,5,jun,mon,90.3_91.6,68.6_108.3,7.9_433.3,6.5_8.4,19.4_22.9,15.0_32.0,4.5_5.4,0,0.0_0.0
6,5,jun,mon,90.3_91.6,68.6_108.3,7.9_433.3,6.5_8.4,15.6_19.3,33.0_41.0,4.5_5.4,0,0.09_5.83
3,6,jun,fri,90.3_91.6,68.6_108.3,7.9_433.3,6.5_8.4,15.6_19.3,33.0_41.0,4.5_5.4,0,0.0_0.0
3,6,jun,fri,90.3_91.6,68.6_108.3,7.9_433.3,6.5_8.4,15.6_19.3,33.0_41.0,4.5_5.4,0,0.0_0.0
6,5,may,sat,18.7_90.2,1.1_62.3,7.9_433.3,0.0_6.4,2.2_15.5,54.0_100.0,4.5_5.4,0,0.0_0.0
1,4,sep,sun,18.7_90.2,68.6_108.3,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.0_0.0
7,4,sep,sun,18.7_90.2,68.6_108.3,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,4.5_5.4,0,0.09_5.83
3,4,sep,sun,18.7_90.2,68.6_108.3,714.3_860.6,0.0_6.4,23.0_33.3,33.0_41.0,3.1_4.0,0,0.09_5.83
2,4,sep,sun,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,15.6_19.3,42.0_53.0,0.4_2.7,0,0.0_0.0
2,4,sep,sun,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,0.0_0.0
7,4,sep,sun,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,0.0_0.0
6,3,sep,sun,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,23.0_33.3,15.0_32.0,0.4_2.7,0,5.86_88.49
2,4,sep,sun,18.7_90.2,1.1_62.3,664.2_713.9,0.0_6.4,2.2_15.5,54.0_100.0,5.8_9.4,0,0.0_0.0
6,5,sep,wed,91.7_92.9,108.4_142.4,714.3_860.6,8.5_11.3,23.0_33.3,15.0_32.0,4.5_5.4,0,0.0_0.0
4,4,sep,wed,91.7_92.9,108.4_142.4,714.3_860.6,8.5_11.3,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
3,4,sep,wed,90.3_91.6,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,15.0_32.0,0.4_2.7,0,0.0_0.0
4,5,sep,thu,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,15.6_19.3,15.0_32.0,5.8_9.4,0,0.0_0.0
4,4,sep,thu,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,15.6_19.3,15.0_32.0,4.5_5.4,0,0.09_5.83
6,5,sep,thu,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,19.4_22.9,15.0_32.0,0.4_2.7,0,0.0_0.0
5,4,sep,thu,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,19.4_22.9,15.0_32.0,5.8_9.4,0,0.09_5.83
6,3,sep,thu,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,33.0_41.0,5.8_9.4,0,5.86_88.49
1,4,sep,thu,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,15.0_32.0,3.1_4.0,0,5.86_88.49
6,5,sep,thu,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,15.0_32.0,3.1_4.0,0,0.09_5.83
3,5,sep,thu,90.3_91.6,108.4_142.4,714.3_860.6,6.5_8.4,2.2_15.5,33.0_41.0,0.4_2.7,0,0.09_5.83
6,5,sep,thu,18.7_90.2,1.1_62.3,714.3_860.6,0.0_6.4,2.2_15.5,54.0_100.0,0.4_2.7,0,0.09_5.83
1,4,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,0.0_0.0
5,4,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,0.0_0.0
6,5,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,19.4_22.9,15.0_32.0,0.4_2.7,0,0.0_0.0
6,5,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,19.4_22.9,33.0_41.0,0.4_2.7,0,0.0_0.0
4,3,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,0.09_5.83
3,3,sep,sat,91.7_92.9,68.6_108.3,714.3_860.6,6.5_8.4,23.0_33.3,15.0_32.0,3.1_4.0,0,5.86_88.49
7,4,sep,sat,90.3_91.6,108.4_142.4,714.3_860.6,8.5_11.3,19.4_22.9,15.0_32.0,4.5_5.4,0,5.86_88.49
4,4,sep,sat,90.3_91.6,108.4_142.4,714.3_860.6,8.5_11.3,15.6_19.3,33.0_41.0,0.4_2.7,0,5.86_88.49
1,4,sep,mon,91.7_92.9,68.6_108.3,714.3_860.6,8.5_11.3,15.6_19.3,54.0_100.0,3.1_4.0,0,0.09_5.83
2,3,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,4.5_5.4,0,0.0_0.0
4,3,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,2.2_15.5,54.0_100.0,0.4_2.7,0,0.0_0.0
7,4,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.0_0.0
6,3,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,23.0_33.3,33.0_41.0,0.4_2.7,0,5.86_88.49
8,6,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,19.4_22.9,33.0_41.0,0.4_2.7,0,5.86_88.49
2,4,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,19.4_22.9,33.0_41.0,0.4_2.7,0,0.09_5.83
2,5,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,0.0_6.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.09_5.83
8,6,sep,mon,91.7_92.9,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,42.0_53.0,0.4_2.7,0,0.0_0.0
6,3,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,6.5_8.4,19.4_22.9,33.0_41.0,0.4_2.7,0,0.0_0.0
8,6,sep,mon,90.3_91.6,108.4_142.4,714.3_860.6,6.5_8.4,15.6_19.3,42.0_53.0,4.5_5.4,0,0.09_5.83
